lambda nm,X,Y,Z
727.7,1.40E-03,5.37E-04,0.00E+00
727.8,1.39E-03,5.34E-04,0.00E+00
727.9,1.38E-03,5.30E-04,0.00E+00
728,1.37E-03,5.26E-04,0.00E+00
728.1,1.36E-03,5.22E-04,0.00E+00
728.2,1.35E-03,5.18E-04,0.00E+00
728.3,1.34E-03,5.15E-04,0.00E+00
728.4,1.33E-03,5.11E-04,0.00E+00
728.5,1.32E-03,5.07E-04,0.00E+00
728.6,1.31E-03,5.04E-04,0.00E+00
728.7,1.30E-03,5.00E-04,0.00E+00
728.8,1.29E-03,4.97E-04,0.00E+00
728.9,1.28E-03,4.93E-04,0.00E+00
729,1.27E-03,4.90E-04,0.00E+00
729.1,1.27E-03,4.86E-04,0.00E+00
729.2,1.26E-03,4.83E-04,0.00E+00
729.3,1.25E-03,4.79E-04,0.00E+00
729.4,1.24E-03,4.76E-04,0.00E+00
729.5,1.23E-03,4.72E-04,0.00E+00
729.6,1.22E-03,4.69E-04,0.00E+00
729.7,1.21E-03,4.66E-04,0.00E+00
729.8,1.20E-03,4.62E-04,0.00E+00
729.9,1.19E-03,4.59E-04,0.00E+00
730,1.19E-03,4.56E-04,0.00E+00
730.1,1.18E-03,4.52E-04,0.00E+00
730.2,1.17E-03,4.49E-04,0.00E+00
730.3,1.16E-03,4.46E-04,0.00E+00
730.4,1.15E-03,4.43E-04,0.00E+00
730.5,1.14E-03,4.40E-04,0.00E+00
730.6,1.14E-03,4.36E-04,0.00E+00
730.7,1.13E-03,4.33E-04,0.00E+00
730.8,1.12E-03,4.30E-04,0.00E+00
730.9,1.11E-03,4.27E-04,0.00E+00
731,1.10E-03,4.24E-04,0.00E+00
731.1,1.10E-03,4.21E-04,0.00E+00
731.2,1.09E-03,4.18E-04,0.00E+00
731.3,1.08E-03,4.15E-04,0.00E+00
731.4,1.07E-03,4.12E-04,0.00E+00
731.5,1.06E-03,4.09E-04,0.00E+00
731.6,1.06E-03,4.06E-04,0.00E+00
731.7,1.05E-03,4.03E-04,0.00E+00
731.8,1.04E-03,4.00E-04,0.00E+00
731.9,1.03E-03,3.98E-04,0.00E+00
732,1.03E-03,3.95E-04,0.00E+00
732.1,1.02E-03,3.92E-04,0.00E+00
732.2,1.01E-03,3.89E-04,0.00E+00
732.3,1.01E-03,3.86E-04,0.00E+00
732.4,9.98E-04,3.84E-04,0.00E+00
732.5,9.91E-04,3.81E-04,0.00E+00
732.6,9.84E-04,3.78E-04,0.00E+00
732.7,9.77E-04,3.75E-04,0.00E+00
732.8,9.70E-04,3.73E-04,0.00E+00
732.9,9.63E-04,3.70E-04,0.00E+00
733,9.56E-04,3.67E-04,0.00E+00
733.1,9.49E-04,3.65E-04,0.00E+00
733.2,9.42E-04,3.62E-04,0.00E+00
733.3,9.35E-04,3.59E-04,0.00E+00
733.4,9.29E-04,3.57E-04,0.00E+00
733.5,9.22E-04,3.54E-04,0.00E+00
733.6,9.15E-04,3.52E-04,0.00E+00
733.7,9.09E-04,3.49E-04,0.00E+00
733.8,9.02E-04,3.47E-04,0.00E+00
733.9,8.96E-04,3.44E-04,0.00E+00
734,8.89E-04,3.42E-04,0.00E+00
734.1,8.83E-04,3.39E-04,0.00E+00
734.2,8.76E-04,3.37E-04,0.00E+00
734.3,8.70E-04,3.34E-04,0.00E+00
734.4,8.64E-04,3.32E-04,0.00E+00
734.5,8.58E-04,3.30E-04,0.00E+00
734.6,8.51E-04,3.27E-04,0.00E+00
734.7,8.45E-04,3.25E-04,0.00E+00
734.8,8.39E-04,3.23E-04,0.00E+00
734.9,8.33E-04,3.20E-04,0.00E+00
735,8.27E-04,3.18E-04,0.00E+00
735.1,8.21E-04,3.16E-04,0.00E+00
735.2,8.15E-04,3.13E-04,0.00E+00
735.3,8.09E-04,3.11E-04,0.00E+00
735.4,8.03E-04,3.09E-04,0.00E+00
735.5,7.97E-04,3.07E-04,0.00E+00
735.6,7.92E-04,3.04E-04,0.00E+00
735.7,7.86E-04,3.02E-04,0.00E+00
735.8,7.80E-04,3.00E-04,0.00E+00
735.9,7.75E-04,2.98E-04,0.00E+00
736,7.69E-04,2.96E-04,0.00E+00
736.1,7.63E-04,2.94E-04,0.00E+00
736.2,7.58E-04,2.91E-04,0.00E+00
736.3,7.52E-04,2.89E-04,0.00E+00
736.4,7.47E-04,2.87E-04,0.00E+00
736.5,7.41E-04,2.85E-04,0.00E+00
736.6,7.36E-04,2.83E-04,0.00E+00
736.7,7.31E-04,2.81E-04,0.00E+00
736.8,7.25E-04,2.79E-04,0.00E+00
736.9,7.20E-04,2.77E-04,0.00E+00
737,7.15E-04,2.75E-04,0.00E+00
737.1,7.10E-04,2.73E-04,0.00E+00
737.2,7.05E-04,2.71E-04,0.00E+00
737.3,7.00E-04,2.69E-04,0.00E+00
737.4,6.94E-04,2.67E-04,0.00E+00
737.5,6.89E-04,2.65E-04,0.00E+00
737.6,6.84E-04,2.63E-04,0.00E+00
737.7,6.79E-04,2.61E-04,0.00E+00
737.8,6.75E-04,2.60E-04,0.00E+00
737.9,6.70E-04,2.58E-04,0.00E+00
738,6.65E-04,2.56E-04,0.00E+00
738.1,6.60E-04,2.54E-04,0.00E+00
738.2,6.55E-04,2.52E-04,0.00E+00
738.3,6.51E-04,2.50E-04,0.00E+00
738.4,6.46E-04,2.49E-04,0.00E+00
738.5,6.41E-04,2.47E-04,0.00E+00
738.6,6.37E-04,2.45E-04,0.00E+00
738.7,6.32E-04,2.43E-04,0.00E+00
738.8,6.28E-04,2.42E-04,0.00E+00
738.9,6.23E-04,2.40E-04,0.00E+00
739,6.19E-04,2.38E-04,0.00E+00
739.1,6.14E-04,2.36E-04,0.00E+00
739.2,6.10E-04,2.35E-04,0.00E+00
739.3,6.05E-04,2.33E-04,0.00E+00
739.4,6.01E-04,2.31E-04,0.00E+00
739.5,5.97E-04,2.30E-04,0.00E+00
739.6,5.92E-04,2.28E-04,0.00E+00
739.7,5.88E-04,2.27E-04,0.00E+00
739.8,5.84E-04,2.25E-04,0.00E+00
739.9,5.80E-04,2.23E-04,0.00E+00
740,5.76E-04,2.22E-04,0.00E+00
740.1,5.72E-04,2.20E-04,0.00E+00
740.2,5.68E-04,2.19E-04,0.00E+00
740.3,5.64E-04,2.17E-04,0.00E+00
740.4,5.60E-04,2.16E-04,0.00E+00
740.5,5.56E-04,2.14E-04,0.00E+00
740.6,5.52E-04,2.13E-04,0.00E+00
740.7,5.48E-04,2.11E-04,0.00E+00
740.8,5.44E-04,2.10E-04,0.00E+00
740.9,5.40E-04,2.08E-04,0.00E+00
741,5.37E-04,2.07E-04,0.00E+00
741.1,5.33E-04,2.05E-04,0.00E+00
741.2,5.29E-04,2.04E-04,0.00E+00
741.3,5.25E-04,2.02E-04,0.00E+00
741.4,5.22E-04,2.01E-04,0.00E+00
741.5,5.18E-04,2.00E-04,0.00E+00
741.6,5.14E-04,1.98E-04,0.00E+00
741.7,5.11E-04,1.97E-04,0.00E+00
741.8,5.07E-04,1.95E-04,0.00E+00
741.9,5.04E-04,1.94E-04,0.00E+00
742,5.00E-04,1.93E-04,0.00E+00
742.1,4.97E-04,1.91E-04,0.00E+00
742.2,4.93E-04,1.90E-04,0.00E+00
742.3,4.90E-04,1.89E-04,0.00E+00
742.4,4.86E-04,1.87E-04,0.00E+00
742.5,4.83E-04,1.86E-04,0.00E+00
742.6,4.80E-04,1.85E-04,0.00E+00
742.7,4.76E-04,1.84E-04,0.00E+00
742.8,4.73E-04,1.82E-04,0.00E+00
742.9,4.70E-04,1.81E-04,0.00E+00
743,4.67E-04,1.80E-04,0.00E+00
743.1,4.63E-04,1.79E-04,0.00E+00
743.2,4.60E-04,1.77E-04,0.00E+00
743.3,4.57E-04,1.76E-04,0.00E+00
743.4,4.54E-04,1.75E-04,0.00E+00
743.5,4.51E-04,1.74E-04,0.00E+00
743.6,4.47E-04,1.73E-04,0.00E+00
743.7,4.44E-04,1.71E-04,0.00E+00
743.8,4.41E-04,1.70E-04,0.00E+00
743.9,4.38E-04,1.69E-04,0.00E+00
744,4.35E-04,1.68E-04,0.00E+00
744.1,4.32E-04,1.67E-04,0.00E+00
744.2,4.29E-04,1.65E-04,0.00E+00
744.3,4.26E-04,1.64E-04,0.00E+00
744.4,4.23E-04,1.63E-04,0.00E+00
744.5,4.20E-04,1.62E-04,0.00E+00
744.6,4.17E-04,1.61E-04,0.00E+00
744.7,4.14E-04,1.60E-04,0.00E+00
744.8,4.12E-04,1.59E-04,0.00E+00
744.9,4.09E-04,1.58E-04,0.00E+00
745,4.06E-04,1.57E-04,0.00E+00
745.1,4.03E-04,1.55E-04,0.00E+00
745.2,4.00E-04,1.54E-04,0.00E+00
745.3,3.97E-04,1.53E-04,0.00E+00
745.4,3.95E-04,1.52E-04,0.00E+00
745.5,3.92E-04,1.51E-04,0.00E+00
745.6,3.89E-04,1.50E-04,0.00E+00
745.7,3.86E-04,1.49E-04,0.00E+00
745.8,3.84E-04,1.48E-04,0.00E+00
745.9,3.81E-04,1.47E-04,0.00E+00
746,3.78E-04,1.46E-04,0.00E+00
746.1,3.76E-04,1.45E-04,0.00E+00
746.2,3.73E-04,1.44E-04,0.00E+00
746.3,3.70E-04,1.43E-04,0.00E+00
746.4,3.68E-04,1.42E-04,0.00E+00
746.5,3.65E-04,1.41E-04,0.00E+00
746.6,3.63E-04,1.40E-04,0.00E+00
746.7,3.60E-04,1.39E-04,0.00E+00
746.8,3.58E-04,1.38E-04,0.00E+00
746.9,3.55E-04,1.37E-04,0.00E+00
747,3.53E-04,1.36E-04,0.00E+00
747.1,3.50E-04,1.35E-04,0.00E+00
747.2,3.48E-04,1.34E-04,0.00E+00
747.3,3.45E-04,1.33E-04,0.00E+00
747.4,3.43E-04,1.32E-04,0.00E+00
747.5,3.40E-04,1.31E-04,0.00E+00
747.6,3.38E-04,1.31E-04,0.00E+00
747.7,3.36E-04,1.30E-04,0.00E+00
747.8,3.33E-04,1.29E-04,0.00E+00
747.9,3.31E-04,1.28E-04,0.00E+00
748,3.29E-04,1.27E-04,0.00E+00
748.1,3.26E-04,1.26E-04,0.00E+00
748.2,3.24E-04,1.25E-04,0.00E+00
748.3,3.22E-04,1.24E-04,0.00E+00
748.4,3.20E-04,1.23E-04,0.00E+00
748.5,3.17E-04,1.23E-04,0.00E+00
748.6,3.15E-04,1.22E-04,0.00E+00
748.7,3.13E-04,1.21E-04,0.00E+00
748.8,3.11E-04,1.20E-04,0.00E+00
748.9,3.09E-04,1.19E-04,0.00E+00
749,3.06E-04,1.18E-04,0.00E+00
749.1,3.04E-04,1.18E-04,0.00E+00
749.2,3.02E-04,1.17E-04,0.00E+00
749.3,3.00E-04,1.16E-04,0.00E+00
749.4,2.98E-04,1.15E-04,0.00E+00
749.5,2.96E-04,1.14E-04,0.00E+00
749.6,2.94E-04,1.14E-04,0.00E+00
749.7,2.92E-04,1.13E-04,0.00E+00
749.8,2.90E-04,1.12E-04,0.00E+00
749.9,2.88E-04,1.11E-04,0.00E+00
750,2.86E-04,1.10E-04,0.00E+00
750.1,2.84E-04,1.10E-04,0.00E+00
750.2,2.82E-04,1.09E-04,0.00E+00
750.3,2.80E-04,1.08E-04,0.00E+00
750.4,2.78E-04,1.07E-04,0.00E+00
750.5,2.76E-04,1.07E-04,0.00E+00
750.6,2.74E-04,1.06E-04,0.00E+00
750.7,2.72E-04,1.05E-04,0.00E+00
750.8,2.70E-04,1.04E-04,0.00E+00
750.9,2.68E-04,1.04E-04,0.00E+00
751,2.66E-04,1.03E-04,0.00E+00
751.1,2.65E-04,1.02E-04,0.00E+00
751.2,2.63E-04,1.02E-04,0.00E+00
751.3,2.61E-04,1.01E-04,0.00E+00
751.4,2.59E-04,1.00E-04,0.00E+00
751.5,2.57E-04,9.95E-05,0.00E+00
751.6,2.56E-04,9.88E-05,0.00E+00
751.7,2.54E-04,9.81E-05,0.00E+00
751.8,2.52E-04,9.75E-05,0.00E+00
751.9,2.50E-04,9.68E-05,0.00E+00
752,2.49E-04,9.61E-05,0.00E+00
752.1,2.47E-04,9.55E-05,0.00E+00
752.2,2.45E-04,9.48E-05,0.00E+00
752.3,2.43E-04,9.42E-05,0.00E+00
752.4,2.42E-04,9.35E-05,0.00E+00
752.5,2.40E-04,9.29E-05,0.00E+00
752.6,2.38E-04,9.22E-05,0.00E+00
752.7,2.37E-04,9.16E-05,0.00E+00
752.8,2.35E-04,9.10E-05,0.00E+00
752.9,2.34E-04,9.04E-05,0.00E+00
753,2.32E-04,8.97E-05,0.00E+00
753.1,2.30E-04,8.91E-05,0.00E+00
753.2,2.29E-04,8.85E-05,0.00E+00
753.3,2.27E-04,8.79E-05,0.00E+00
753.4,2.26E-04,8.73E-05,0.00E+00
753.5,2.24E-04,8.67E-05,0.00E+00
753.6,2.23E-04,8.61E-05,0.00E+00
753.7,2.21E-04,8.55E-05,0.00E+00
753.8,2.20E-04,8.50E-05,0.00E+00
753.9,2.18E-04,8.44E-05,0.00E+00
754,2.17E-04,8.38E-05,0.00E+00
754.1,2.15E-04,8.32E-05,0.00E+00
754.2,2.14E-04,8.27E-05,0.00E+00
754.3,2.12E-04,8.21E-05,0.00E+00
754.4,2.11E-04,8.15E-05,0.00E+00
754.5,2.09E-04,8.10E-05,0.00E+00
754.6,2.08E-04,8.04E-05,0.00E+00
754.7,2.06E-04,7.99E-05,0.00E+00
754.8,2.05E-04,7.93E-05,0.00E+00
754.9,2.04E-04,7.88E-05,0.00E+00
755,2.02E-04,7.83E-05,0.00E+00
755.1,2.01E-04,7.77E-05,0.00E+00
755.2,1.99E-04,7.72E-05,0.00E+00
755.3,1.98E-04,7.67E-05,0.00E+00
755.4,1.97E-04,7.62E-05,0.00E+00
755.5,1.95E-04,7.57E-05,0.00E+00
755.6,1.94E-04,7.51E-05,0.00E+00
755.7,1.93E-04,7.46E-05,0.00E+00
755.8,1.91E-04,7.41E-05,0.00E+00
755.9,1.90E-04,7.36E-05,0.00E+00
756,1.89E-04,7.31E-05,0.00E+00
756.1,1.88E-04,7.26E-05,0.00E+00
756.2,1.86E-04,7.21E-05,0.00E+00
756.3,1.85E-04,7.17E-05,0.00E+00
756.4,1.84E-04,7.12E-05,0.00E+00
756.5,1.83E-04,7.07E-05,0.00E+00
756.6,1.81E-04,7.02E-05,0.00E+00
756.7,1.80E-04,6.97E-05,0.00E+00
756.8,1.79E-04,6.93E-05,0.00E+00
756.9,1.78E-04,6.88E-05,0.00E+00
757,1.76E-04,6.83E-05,0.00E+00
757.1,1.75E-04,6.79E-05,0.00E+00
757.2,1.74E-04,6.74E-05,0.00E+00
757.3,1.73E-04,6.70E-05,0.00E+00
757.4,1.72E-04,6.65E-05,0.00E+00
757.5,1.70E-04,6.61E-05,0.00E+00
757.6,1.69E-04,6.56E-05,0.00E+00
757.7,1.68E-04,6.52E-05,0.00E+00
757.8,1.67E-04,6.47E-05,0.00E+00
757.9,1.66E-04,6.43E-05,0.00E+00
758,1.65E-04,6.39E-05,0.00E+00
758.1,1.64E-04,6.34E-05,0.00E+00
758.2,1.63E-04,6.30E-05,0.00E+00
758.3,1.61E-04,6.26E-05,0.00E+00
758.4,1.60E-04,6.22E-05,0.00E+00
758.5,1.59E-04,6.17E-05,0.00E+00
758.6,1.58E-04,6.13E-05,0.00E+00
758.7,1.57E-04,6.09E-05,0.00E+00
758.8,1.56E-04,6.05E-05,0.00E+00
758.9,1.55E-04,6.01E-05,0.00E+00
759,1.54E-04,5.97E-05,0.00E+00
759.1,1.53E-04,5.93E-05,0.00E+00
759.2,1.52E-04,5.89E-05,0.00E+00
759.3,1.51E-04,5.85E-05,0.00E+00
759.4,1.50E-04,5.81E-05,0.00E+00
759.5,1.49E-04,5.77E-05,0.00E+00
759.6,1.48E-04,5.73E-05,0.00E+00
759.7,1.47E-04,5.69E-05,0.00E+00
759.8,1.46E-04,5.65E-05,0.00E+00
759.9,1.45E-04,5.62E-05,0.00E+00
760,1.44E-04,5.58E-05,0.00E+00
760.1,1.43E-04,5.54E-05,0.00E+00
760.2,1.42E-04,5.50E-05,0.00E+00
760.3,1.41E-04,5.47E-05,0.00E+00
760.4,1.40E-04,5.43E-05,0.00E+00
760.5,1.39E-04,5.39E-05,0.00E+00
760.6,1.38E-04,5.36E-05,0.00E+00
760.7,1.37E-04,5.32E-05,0.00E+00
760.8,1.36E-04,5.28E-05,0.00E+00
760.9,1.35E-04,5.25E-05,0.00E+00
761,1.34E-04,5.21E-05,0.00E+00
761.1,1.33E-04,5.18E-05,0.00E+00
761.2,1.33E-04,5.14E-05,0.00E+00
761.3,1.32E-04,5.11E-05,0.00E+00
761.4,1.31E-04,5.07E-05,0.00E+00
761.5,1.30E-04,5.04E-05,0.00E+00
761.6,1.29E-04,5.01E-05,0.00E+00
761.7,1.28E-04,4.97E-05,0.00E+00
761.8,1.27E-04,4.94E-05,0.00E+00
761.9,1.26E-04,4.91E-05,0.00E+00
762,1.26E-04,4.87E-05,0.00E+00
762.1,1.25E-04,4.84E-05,0.00E+00
762.2,1.24E-04,4.81E-05,0.00E+00
762.3,1.23E-04,4.77E-05,0.00E+00
762.4,1.22E-04,4.74E-05,0.00E+00
762.5,1.21E-04,4.71E-05,0.00E+00
762.6,1.20E-04,4.68E-05,0.00E+00
762.7,1.20E-04,4.65E-05,0.00E+00
762.8,1.19E-04,4.62E-05,0.00E+00
762.9,1.18E-04,4.58E-05,0.00E+00
763,1.17E-04,4.55E-05,0.00E+00
763.1,1.16E-04,4.52E-05,0.00E+00
763.2,1.16E-04,4.49E-05,0.00E+00
763.3,1.15E-04,4.46E-05,0.00E+00
763.4,1.14E-04,4.43E-05,0.00E+00
763.5,1.13E-04,4.40E-05,0.00E+00
763.6,1.13E-04,4.37E-05,0.00E+00
763.7,1.12E-04,4.34E-05,0.00E+00
763.8,1.11E-04,4.32E-05,0.00E+00
763.9,1.10E-04,4.29E-05,0.00E+00
764,1.10E-04,4.26E-05,0.00E+00
764.1,1.09E-04,4.23E-05,0.00E+00
764.2,1.08E-04,4.20E-05,0.00E+00
764.3,1.07E-04,4.17E-05,0.00E+00
764.4,1.07E-04,4.14E-05,0.00E+00
764.5,1.06E-04,4.12E-05,0.00E+00
764.6,1.05E-04,4.09E-05,0.00E+00
764.7,1.05E-04,4.06E-05,0.00E+00
764.8,1.04E-04,4.04E-05,0.00E+00
764.9,1.03E-04,4.01E-05,0.00E+00
765,1.02E-04,3.98E-05,0.00E+00
765.1,1.02E-04,3.96E-05,0.00E+00
765.2,1.01E-04,3.93E-05,0.00E+00
765.3,1.00E-04,3.90E-05,0.00E+00
765.4,9.98E-05,3.88E-05,0.00E+00
765.5,9.91E-05,3.85E-05,0.00E+00
765.6,9.84E-05,3.83E-05,0.00E+00
765.7,9.78E-05,3.80E-05,0.00E+00
765.8,9.71E-05,3.78E-05,0.00E+00
765.9,9.65E-05,3.75E-05,0.00E+00
766,9.58E-05,3.73E-05,0.00E+00
766.1,9.52E-05,3.70E-05,0.00E+00
766.2,9.46E-05,3.68E-05,0.00E+00
766.3,9.40E-05,3.65E-05,0.00E+00
766.4,9.33E-05,3.63E-05,0.00E+00
766.5,9.27E-05,3.60E-05,0.00E+00
766.6,9.21E-05,3.58E-05,0.00E+00
766.7,9.15E-05,3.56E-05,0.00E+00
766.8,9.09E-05,3.53E-05,0.00E+00
766.9,9.03E-05,3.51E-05,0.00E+00
767,8.97E-05,3.49E-05,0.00E+00
767.1,8.91E-05,3.46E-05,0.00E+00
767.2,8.85E-05,3.44E-05,0.00E+00
767.3,8.79E-05,3.42E-05,0.00E+00
767.4,8.73E-05,3.40E-05,0.00E+00
767.5,8.68E-05,3.37E-05,0.00E+00
767.6,8.62E-05,3.35E-05,0.00E+00
767.7,8.56E-05,3.33E-05,0.00E+00
767.8,8.50E-05,3.31E-05,0.00E+00
767.9,8.45E-05,3.29E-05,0.00E+00
768,8.39E-05,3.26E-05,0.00E+00
768.1,8.34E-05,3.24E-05,0.00E+00
768.2,8.28E-05,3.22E-05,0.00E+00
768.3,8.23E-05,3.20E-05,0.00E+00
768.4,8.17E-05,3.18E-05,0.00E+00
768.5,8.12E-05,3.16E-05,0.00E+00
768.6,8.07E-05,3.14E-05,0.00E+00
768.7,8.01E-05,3.12E-05,0.00E+00
768.8,7.96E-05,3.10E-05,0.00E+00
768.9,7.91E-05,3.08E-05,0.00E+00
769,7.85E-05,3.06E-05,0.00E+00
769.1,7.80E-05,3.04E-05,0.00E+00
769.2,7.75E-05,3.02E-05,0.00E+00
769.3,7.70E-05,3.00E-05,0.00E+00
769.4,7.65E-05,2.98E-05,0.00E+00
769.5,7.60E-05,2.96E-05,0.00E+00
769.6,7.55E-05,2.94E-05,0.00E+00
769.7,7.50E-05,2.92E-05,0.00E+00
769.8,7.45E-05,2.90E-05,0.00E+00
769.9,7.40E-05,2.88E-05,0.00E+00
770,7.35E-05,2.86E-05,0.00E+00
770.1,7.30E-05,2.84E-05,0.00E+00
770.2,7.25E-05,2.82E-05,0.00E+00
770.3,7.20E-05,2.80E-05,0.00E+00
770.4,7.15E-05,2.79E-05,0.00E+00
770.5,7.11E-05,2.77E-05,0.00E+00
770.6,7.06E-05,2.75E-05,0.00E+00
770.7,7.01E-05,2.73E-05,0.00E+00
770.8,6.96E-05,2.71E-05,0.00E+00
770.9,6.92E-05,2.69E-05,0.00E+00
771,6.87E-05,2.68E-05,0.00E+00
771.1,6.83E-05,2.66E-05,0.00E+00
771.2,6.78E-05,2.64E-05,0.00E+00
771.3,6.73E-05,2.62E-05,0.00E+00
771.4,6.69E-05,2.61E-05,0.00E+00
771.5,6.64E-05,2.59E-05,0.00E+00
771.6,6.60E-05,2.57E-05,0.00E+00
771.7,6.56E-05,2.55E-05,0.00E+00
771.8,6.51E-05,2.54E-05,0.00E+00
771.9,6.47E-05,2.52E-05,0.00E+00
772,6.43E-05,2.50E-05,0.00E+00
772.1,6.38E-05,2.49E-05,0.00E+00
772.2,6.34E-05,2.47E-05,0.00E+00
772.3,6.30E-05,2.45E-05,0.00E+00
772.4,6.25E-05,2.44E-05,0.00E+00
772.5,6.21E-05,2.42E-05,0.00E+00
772.6,6.17E-05,2.40E-05,0.00E+00
772.7,6.13E-05,2.39E-05,0.00E+00
772.8,6.09E-05,2.37E-05,0.00E+00
772.9,6.05E-05,2.36E-05,0.00E+00
773,6.01E-05,2.34E-05,0.00E+00
773.1,5.97E-05,2.33E-05,0.00E+00
773.2,5.93E-05,2.31E-05,0.00E+00
773.3,5.89E-05,2.30E-05,0.00E+00
773.4,5.85E-05,2.28E-05,0.00E+00
773.5,5.81E-05,2.26E-05,0.00E+00
773.6,5.77E-05,2.25E-05,0.00E+00
773.7,5.73E-05,2.23E-05,0.00E+00
773.8,5.70E-05,2.22E-05,0.00E+00
773.9,5.66E-05,2.21E-05,0.00E+00
774,5.62E-05,2.19E-05,0.00E+00
774.1,5.58E-05,2.18E-05,0.00E+00
774.2,5.55E-05,2.16E-05,0.00E+00
774.3,5.51E-05,2.15E-05,0.00E+00
774.4,5.47E-05,2.13E-05,0.00E+00
774.5,5.44E-05,2.12E-05,0.00E+00
774.6,5.40E-05,2.11E-05,0.00E+00
774.7,5.37E-05,2.09E-05,0.00E+00
774.8,5.33E-05,2.08E-05,0.00E+00
774.9,5.29E-05,2.06E-05,0.00E+00
775,5.26E-05,2.05E-05,0.00E+00
775.1,5.23E-05,2.04E-05,0.00E+00
775.2,5.19E-05,2.02E-05,0.00E+00
775.3,5.16E-05,2.01E-05,0.00E+00
775.4,5.12E-05,2.00E-05,0.00E+00
775.5,5.09E-05,1.99E-05,0.00E+00
775.6,5.06E-05,1.97E-05,0.00E+00
775.7,5.02E-05,1.96E-05,0.00E+00
775.8,4.99E-05,1.95E-05,0.00E+00
775.9,4.96E-05,1.93E-05,0.00E+00
776,4.93E-05,1.92E-05,0.00E+00
776.1,4.89E-05,1.91E-05,0.00E+00
776.2,4.86E-05,1.90E-05,0.00E+00
776.3,4.83E-05,1.88E-05,0.00E+00
776.4,4.80E-05,1.87E-05,0.00E+00
776.5,4.77E-05,1.86E-05,0.00E+00
776.6,4.74E-05,1.85E-05,0.00E+00
776.7,4.71E-05,1.84E-05,0.00E+00
776.8,4.68E-05,1.83E-05,0.00E+00
776.9,4.65E-05,1.81E-05,0.00E+00
777,4.62E-05,1.80E-05,0.00E+00
777.1,4.59E-05,1.79E-05,0.00E+00
777.2,4.56E-05,1.78E-05,0.00E+00
777.3,4.53E-05,1.77E-05,0.00E+00
777.4,4.50E-05,1.76E-05,0.00E+00
777.5,4.47E-05,1.74E-05,0.00E+00
777.6,4.44E-05,1.73E-05,0.00E+00
777.7,4.41E-05,1.72E-05,0.00E+00
777.8,4.38E-05,1.71E-05,0.00E+00
777.9,4.36E-05,1.70E-05,0.00E+00
778,4.33E-05,1.69E-05,0.00E+00
778.1,4.30E-05,1.68E-05,0.00E+00
778.2,4.27E-05,1.67E-05,0.00E+00
778.3,4.25E-05,1.66E-05,0.00E+00
778.4,4.22E-05,1.65E-05,0.00E+00
778.5,4.19E-05,1.64E-05,0.00E+00
778.6,4.16E-05,1.63E-05,0.00E+00
778.7,4.14E-05,1.62E-05,0.00E+00
778.8,4.11E-05,1.61E-05,0.00E+00
778.9,4.08E-05,1.60E-05,0.00E+00
779,4.06E-05,1.59E-05,0.00E+00
779.1,4.03E-05,1.58E-05,0.00E+00
779.2,4.01E-05,1.57E-05,0.00E+00
779.3,3.98E-05,1.56E-05,0.00E+00
779.4,3.96E-05,1.55E-05,0.00E+00
779.5,3.93E-05,1.54E-05,0.00E+00
779.6,3.91E-05,1.53E-05,0.00E+00
779.7,3.88E-05,1.52E-05,0.00E+00
779.8,3.86E-05,1.51E-05,0.00E+00
779.9,3.83E-05,1.50E-05,0.00E+00
780,3.81E-05,1.49E-05,0.00E+00
780.1,3.78E-05,1.48E-05,0.00E+00
780.2,3.76E-05,1.47E-05,0.00E+00
780.3,3.73E-05,1.46E-05,0.00E+00
780.4,3.71E-05,1.45E-05,0.00E+00
780.5,3.69E-05,1.44E-05,0.00E+00
780.6,3.66E-05,1.43E-05,0.00E+00
780.7,3.64E-05,1.42E-05,0.00E+00
780.8,3.62E-05,1.41E-05,0.00E+00
780.9,3.59E-05,1.40E-05,0.00E+00
781,3.57E-05,1.40E-05,0.00E+00
781.1,3.55E-05,1.39E-05,0.00E+00
781.2,3.52E-05,1.38E-05,0.00E+00
781.3,3.50E-05,1.37E-05,0.00E+00
781.4,3.48E-05,1.36E-05,0.00E+00
781.5,3.46E-05,1.35E-05,0.00E+00
781.6,3.43E-05,1.34E-05,0.00E+00
781.7,3.41E-05,1.33E-05,0.00E+00
781.8,3.39E-05,1.33E-05,0.00E+00
781.9,3.37E-05,1.32E-05,0.00E+00
782,3.35E-05,1.31E-05,0.00E+00
782.1,3.32E-05,1.30E-05,0.00E+00
782.2,3.30E-05,1.29E-05,0.00E+00
782.3,3.28E-05,1.28E-05,0.00E+00
782.4,3.26E-05,1.28E-05,0.00E+00
782.5,3.24E-05,1.27E-05,0.00E+00
782.6,3.22E-05,1.26E-05,0.00E+00
782.7,3.20E-05,1.25E-05,0.00E+00
782.8,3.18E-05,1.24E-05,0.00E+00
782.9,3.16E-05,1.24E-05,0.00E+00
783,3.14E-05,1.23E-05,0.00E+00
783.1,3.12E-05,1.22E-05,0.00E+00
783.2,3.10E-05,1.21E-05,0.00E+00
783.3,3.08E-05,1.20E-05,0.00E+00
783.4,3.06E-05,1.20E-05,0.00E+00
783.5,3.04E-05,1.19E-05,0.00E+00
783.6,3.02E-05,1.18E-05,0.00E+00
783.7,3.00E-05,1.17E-05,0.00E+00
783.8,2.98E-05,1.17E-05,0.00E+00
783.9,2.96E-05,1.16E-05,0.00E+00
784,2.94E-05,1.15E-05,0.00E+00
